,special,podcast,podcast_airdate,podcast_sequence,radio_airdate,radio_sequence,song,artist,album,time,notes,break,asin,itunes,source
,,008.The 59,2009-04-21,08,2009-04-07,31,,,,,,X,,,wfit
,,008.The 59,2009-04-21,09,2009-04-07,32,Undertow,The Super Friendz,,,Chimey Canadian goodness,,,,wfit
,,008.The 59,2009-04-21,10,2009-04-07,33,Harpoon Fever (Queequeg's Playhouse),Man Man,,,Klezmy and exerimental,,,,wfit
,,008.The 59,2009-04-21,11,2009-04-07,34,Tenderness,General Public,,,All the way from 1984,,,,wfit
,,008.The 59,2009-04-21,12,2009-04-07,35,,,,,,X,,,wfit
,,008.The 59,2009-04-21,13,2009-04-07,36,Gonna Make You Mine,The Red Button,,,Pure power pop for now people,,,,wfit
,,008.The 59,2009-04-21,14,2009-04-07,37,I Think She Likes Me,Treat Her Right,,,Mark Sandman with a tale of sleaze,,,,wfit
,,008.The 59,2009-04-21,15,2009-04-07,38,Myriad Harbour,The New Pornographers,,,With Dan Bejar of Destroyer,,,,wfit
,,008.The 59,2009-04-21,16,2009-04-07,39,,,,,,X,,,wfit
,,008.The 59,2009-04-21,17,2009-04-07,40,In ko enkrat bom umrl,Magnifico,,,One of Slovenia’s most important musicians,,,,wfit
,,008.The 59,2009-04-21,18,2009-04-07,41,Crazy Afrobeat,Tony Allen,,,"Fela’s drummer, delivering on that promise",,,,wfit
,,008.The 59,2009-04-21,19,2009-04-07,42,Rose Garden,Smack Dab,,,Going out to the Librarian,,,,wfit
,,008.The 59,2009-04-21,20,2009-04-07,43,,,,,,X,,,wfit
,,008.The 59,2009-04-21,21,2009-04-07,44,Whirlwind,Arto Lindsay,,,Soft storm,,,,wfit
,,,,,2009-04-14,00,,,,,,X,,,wfit
,,009.K155M3,2009-05-05,20,2009-04-14,01,Worried Shoes,Daniel Smith /  Sufjan Stevens,,,Feel the arrangement,,,,wfit
,,009.K155M3,2009-05-05,19,2009-04-14,02,,,,,,X,,,wfit
,,009.K155M3,2009-05-05,01,2009-04-14,03,"K155 M3, U JACK3D UP J3RK",Brainiac,,,Like a psychotic Japanese chee-wah-wah,,,,wfit
,,009.K155M3,2009-05-05,02,2009-04-14,04,You Can’t Moan Can You?,The Wedding Present,,,Fuzzy fuzz fuzz,,,,wfit
,,009.K155M3,2009-05-05,03,2009-04-14,05,Tornado Song,King Kong,,,Dedicated to today’s weather,,,,wfit
,,009.K155M3,2009-05-05,04,2009-04-14,06,She Came In Through The Bathroom Window,The Beatles,,,In the mood for a classic,,,,wfit
,,009.K155M3,2009-05-05,05,2009-04-14,07,,,,,,X,,,wfit
,,009.K155M3,2009-05-05,06,2009-04-14,08,Smoke and Mirrors,The Anubian Lights,,,Floating away,,,,wfit
,,009.K155M3,2009-05-05,07,2009-04-14,09,Vincent Van Gogh,The Squirrels,,,He loved color and he let it show,,,,wfit
,,009.K155M3,2009-05-05,08,2009-04-14,10,Mambo Lola,Tupelo Chain Sex,,,Anyone know anything about them?,,,,wfit
,,009.K155M3,2009-05-05,09,2009-04-14,11,Eye of Fatima,Camper Van Beethoven,,,Couldn’t find “Take The Skinheads Bowling”,,,,wfit
,,009.K155M3,2009-05-05,10,2009-04-14,12,,,,,,X,,,wfit
,,009.K155M3,2009-05-05,11,2009-04-14,13,Hey Man,True Love,,,Had to play some more True Love...,,,,wfit
,,009.K155M3,2009-05-05,12,2009-04-14,14,I’m Phime,Slim Bawb,,,Inducted into the Sacramento Area Music Hall of Fame (the Sammies),,,,wfit
,,009.K155M3,2009-05-05,13,2009-04-14,15,Sonnymoon For Two,Eddie Harris,,,"Going out to Crazy Nate, hope he digs",,,,wfit
,,009.K155M3,2009-05-05,14,2009-04-14,16,,,,,,X,,,wfit
,,009.K155M3,2009-05-05,15,2009-04-14,17,Hamp’s Hump,Galactic,,,Space funk from New Orleans,,,,wfit
,,009.K155M3,2009-05-05,16,2009-04-14,18,Gentlemen,Afghan Whigs,,,"Greg Dulli, of the Gutter Twins and Twilight Singers",,,,wfit
,,009.K155M3,2009-05-05,17,2009-04-14,19,See You In Tokyo,Books on Tape,,,Tons of free downloadables on the internet,,,,wfit
,,009.K155M3,2009-05-05,18,2009-04-14,20,Fade Into You,Mazzy Star,,,Dedicated to the person that knows,,,,wfit
,,,,,2009-04-14,21,,,,,,X,,,wfit
,,010.SandlotShuffle,2009-05-09,01,2009-04-14,22,Sandlot Shuffle,White Hassle,,,Always a pleasure,,,,wfit
,,010.SandlotShuffle,2009-05-09,02,2009-04-14,23,I’m Not In Love,10cc,,,Dig that mellotron,,,,wfit
,,010.SandlotShuffle,2009-05-09,03,2009-04-14,24,Back Off Boogaloo,Electric Cokernut,,,Moog madness,,,,wfit
,,010.SandlotShuffle,2009-05-09,04,2009-04-14,25,,,,,,X,,,wfit
,,010.SandlotShuffle,2009-05-09,05,2009-04-14,26,It’s Almost A Trap,Architecture In Helsinki,,,"From Melbourne, Australia",,,,wfit
,,010.SandlotShuffle,2009-05-09,06,2009-04-14,27,Casting Agents and Cowgirls,Busdriver,,,Worked with The Unicorns?!,,,,wfit
,,010.SandlotShuffle,2009-05-09,07,2009-04-14,28,Nothing Please,Glass Eye,,,With Kathy McCarty,,,,wfit
,,010.SandlotShuffle,2009-05-09,08,2009-04-14,29,When Winter Comes,The Ophelias,,,Just downright weird,,,,wfit
,,010.SandlotShuffle,2009-05-09,09,2009-04-14,30,,,,,,X,,,wfit
,,010.SandlotShuffle,2009-05-09,10,2009-04-14,31,Earth People,Dr. Octagon,,,"Everyone’s favorite extraterrestrial, timetraveling gynecologist",,,,wfit
,,010.SandlotShuffle,2009-05-09,11,2009-04-14,32,When The Angels Play Their Drum Machines,Hefner,,,From the unexpected Dead Media album,,,,wfit
,,010.SandlotShuffle,2009-05-09,12,2009-04-14,33,Baby You Feel Me Up,His Name Is Alive,,,"From Livonia, MI",,,,wfit
,,010.SandlotShuffle,2009-05-09,13,2009-04-14,34,No Aloha,Breeders,,,What is that about?,,,,wfit
,,010.SandlotShuffle,2009-05-09,14,2009-04-14,35,,,,,,X,,,wfit
,,010.SandlotShuffle,2009-05-09,15,2009-04-14,36,Smokebomb,Ursula 1000,,,"aka Alex Gimeno, from Brooklyn and Miami Beach",,,,wfit
,,010.SandlotShuffle,2009-05-09,16,2009-04-14,37,Greatest Hits,Laptop,,,Fu-nee.,,,,wfit
,,010.SandlotShuffle,2009-05-09,17,2009-04-14,38,,,,,,X,,,wfit
,,010.SandlotShuffle,2009-05-09,18,2009-04-14,39,Towers of Dub,The Dylan Group,,,Trance out,,,,wfit
,,,,,2009-04-21,00,,,,,,X,,,wfit
,,031.LaLaLa,,01,2009-04-21,01,Gouge Away,The Promise Ring,,,From the Pixies’ Doolittle,,,,wfit
,,031.LaLaLa,,02,2009-04-21,02,,,,,,X,,,wfit
,,031.LaLaLa,,03,2009-04-21,03,La La La,Mexican Institute Of Sound,,,¡Viva Mexico!,,,,wfit
,,031.LaLaLa,,04,2009-04-21,04,Wrestling Song,Danielle Howle,,,"O man, that voice",,B0000018CE,,wfit
,,031.LaLaLa,,05,2009-04-21,05,High Bell,Flaming Fire,,,Carrying Bongwater’s freak torch,,B0014M952M,,wfit
,,031.LaLaLa,,06,2009-04-21,06,,,,,,X,,,wfit
,,031.LaLaLa,,07,2009-04-21,07,What U Gonna Do,Jim Noir,,,A new album soon,,B0014DC02I,,wfit
,,031.LaLaLa,,08,2009-04-21,08,The Sun And The Moon And The Stars In The Sky,Low Frequency In Stereo,,,Implacable,,B0001VQVHO,,wfit
,,031.LaLaLa,,09,2009-04-21,09,What A Shame,The Kingsbury Manx,,,New album out TODAY!,,B000AOVLBI,,wfit
,,031.LaLaLa,,10,2009-04-21,10,,,,,,X,,,wfit
,,031.LaLaLa,,11,2009-04-21,11,Hurly / Burly,Man Man,,,Nice kegwork,,B0014DC00A,,wfit
,,031.LaLaLa,,12,2009-04-21,12,Violet,Mellow,,,"Hit that flanger, Rex Essex",,B0000589U8,,wfit
,,031.LaLaLa,,13,2009-04-21,13,Slack Angst,Amazing Blazak,,,Not even the internets knows much about them,,,,wfit
,,031.LaLaLa,,14,2009-04-21,14,,,,,,X,,,wfit
,,031.LaLaLa,,15,2009-04-21,15,Vyoch Tyoch Tyoch,The Barry Sisters,,,Classic music from the Yiddish tradition,,B001NCE9UG,,wfit
,,031.LaLaLa,,16,2009-04-21,16,Gameshow Rag/Cannon Ball Rag,Tommy Emmanuel,,,Too much for two minutes,,B000GW8PQS,,wfit
,,031.LaLaLa,,17,2009-04-21,17,Say,Girl In A Coma,,,On Joan Jett’s label,,B000PFUACI,,wfit
,,031.LaLaLa,,18,2009-04-21,18,,,,,,X,,,wfit
,,031.LaLaLa,,19,2009-04-21,19,Krupa,Apollo Four Forty,,,As heard on video games and soundtracks all over the place,,B0000070BO,,wfit
,,031.LaLaLa,,20,2009-04-21,20,Shamemaker,Ween,,,What to say other than hail Boognish,,B000VKJ6PY,,wfit
,,031.LaLaLa,,21,2009-04-21,21,Dogflower,Tribe,,,From Boston and twenty years ago,,B000008LPC,,wfit
,,,,,2009-04-21,22,,,,,,X,,,wfit
,,024.BackAndForth,2009-09-25,01,2009-04-21,23,Back and Forth,The Dismemberment Plan,,,Too gone too soon,,B00002DDRC,,wfit
,,024.BackAndForth,2009-09-25,02,2009-04-21,24,The Breaking Hands,The Gun Club,,,Quite the influence,,B000001HEL,,wfit
,,024.BackAndForth,2009-09-25,03,2009-04-21,25,Mambo Of Terror,Kerosene,,,Thrumming and loping,,B0000060KR,,wfit
,,024.BackAndForth,2009-09-25,04,2009-04-21,26,,,,,,X,,,wfit
,,024.BackAndForth,2009-09-25,05,2009-04-21,27,Little Weirdo,Vandals,,,Remixed by Shingo Asari  -- check out Cake Boy,,B000BL39FQ,,wfit
,,024.BackAndForth,2009-09-25,06,2009-04-21,28,Again And So On,Kinky,,,Mexican sounds!,,B0011U50PS,,wfit
,,024.BackAndForth,2009-09-25,07,2009-04-21,29,Square Vehicles On Collision Course,Airport 81,,,Atari rock to bash your face in,,B000CAEMPM,,wfit
,,024.BackAndForth,2009-09-25,08,2009-04-21,30,,,,,,X,,,wfit
,,024.BackAndForth,2009-09-25,09,2009-04-21,31,Return Of The Los Palmas 7,Madness,,,"From their first album, Absolutely",,B00004SCMB,,wfit
,,024.BackAndForth,2009-09-25,10,2009-04-21,32,Broken Heart,Andrea Perry,,,"She’s insinuative ... yes, you heard me",,B000APRXVO,,wfit
,,024.BackAndForth,2009-09-25,11,2009-04-21,33,End Of My Rope,Tiny Masters Of Today,,,"Small of stature, powerful of voice",,B000VBIGIQ,,wfit
,,024.BackAndForth,2009-09-25,12,2009-04-21,34,,,,,,X,,,wfit
,,024.BackAndForth,2009-09-25,13,2009-04-21,35,Smoke That Fire,New Birth Brass Band,,,"From NOLA, duh... but all under 30",,B000H7JDC2,,wfit
,,024.BackAndForth,2009-09-25,14,2009-04-21,36,Julie Grave,Cherry Poppin' Daddies,,,More than what you expect,,B0016CW2XE,,wfit
,,024.BackAndForth,2009-09-25,15,2009-04-21,37,The Right Thing,Prophet Omega,,,Brooklyn Monstrosity,,B000H0MMFE,,wfit
,,024.BackAndForth,2009-09-25,16,2009-04-21,38,,,,,,X,,,wfit
,,024.BackAndForth,2009-09-25,17,2009-04-21,39,See You At The Lights,1990s,,,From their 2007 effort Cookies -- check out the new stuff,,B000SAAUCK,,wfit
,,024.BackAndForth,2009-09-25,18,2009-04-21,40,Mickey's Bigmouth,Whiskey Daredevils,,,Dedicated to young Felix Porter and his father’s sins,,B000J3OVYE,,wfit
,,024.BackAndForth,2009-09-25,19,2009-04-21,41,Yellow Black And Rectangular,Negativland,,,"There there, lie back on the couch. The sheer genius of Escape from Noise",,B000000M2F,,wfit
,,024.BackAndForth,2009-09-25,20,2009-04-21,42,,,,,,X,,,wfit
,,024.BackAndForth,2009-09-25,21,2009-04-21,43,Only Shallow,Japancakes,,,From their amazing MBV tribute,,B000UTOQPG,,wfit
,,,,,2009-04-28,00,,,,,,X,,,wfit
,,033.ElClavoLaCruz,,01,2009-04-28,01,Wild and Blue,The Mekons,,,Very off-the-cuff version of an old John Anderson waltz,,B00005ABLV,,wfit
,,033.ElClavoLaCruz,,02,2009-04-28,02,,,,,,X,,,wfit
,,033.ElClavoLaCruz,,03,2009-04-28,03,El Clavo Y La Cruz,The Plugz,,,From the Repo Man soundtrack,,B000002PF7,,wfit
,,033.ElClavoLaCruz,,04,2009-04-28,04,Poisoning Pigeons In The Park,Tom Lehrer,,,Deee-lightful for these balmy spring days,,B00000340N,,wfit
,,033.ElClavoLaCruz,,05,2009-04-28,05,Crooked in the Weird of the Catacombs,Oranger,,,"San Francisco hippie rock, according to Dr. Zoltan",,B001U3JNJU,,wfit
,,033.ElClavoLaCruz,,06,2009-04-28,06,,,,,,X,,,wfit
,,033.ElClavoLaCruz,,07,2009-04-28,07,Vedavox,Ozric Tentacles,,,Moog jam band,,B000TPVR1M,,wfit
,,033.ElClavoLaCruz,,08,2009-04-28,08,Love Truncheon,Eat Static,,,Featuring members of Ozric Tentacles,,B00005AVLE,,wfit
,,033.ElClavoLaCruz,,09,2009-04-28,09,Any Trash Professor Abacus?,Torpedo Boyz,,,I don’t know WTF to say about this.,,B000TR1O4A,,wfit
,,033.ElClavoLaCruz,,10,2009-04-28,10,,,,,,X,,,wfit
,,033.ElClavoLaCruz,,11,2009-04-28,11,Such Great Heights,The Postal Service,,,Such great songwriting,,B000YN369A,,wfit
,,033.ElClavoLaCruz,,12,2009-04-28,12,My Patch,Jim Noir,,,"Dig that Noir sound, and the Beach Boys bridge is a bonus",,B000F8NKE0,,wfit
,,033.ElClavoLaCruz,,13,2009-04-28,13,Shadow Boy,Scruffy The Cat,,,An old favorite from Boston,,B000R3RN14,,wfit
,,033.ElClavoLaCruz,,14,2009-04-28,14,,,,,,X,,,wfit
,,033.ElClavoLaCruz,,15,2009-04-28,15,Chantilly Face,Rocket From The Crypt,,,With a little help from the Big Bopper,,B002I6AL7Q,,wfit
,,033.ElClavoLaCruz,,16,2009-04-28,16,Physical Climber,aMiniature,,,I’m floored by the dueling guitars,,B000003BJV,,wfit
,,033.ElClavoLaCruz,,17,2009-04-28,17,A Random Thought,Kevin Seconds,,,Frontman for 7 Seconds,,B000000GWK,,wfit
,,033.ElClavoLaCruz,,18,2009-04-28,18,,,,,,X,,,wfit
,,033.ElClavoLaCruz,,19,2009-04-28,19,What He Said,Ultrababyfat,,,With Britta Phillips of Luna,,,,wfit
,,033.ElClavoLaCruz,,20,2009-04-28,20,The Weeping Soul,Late BP Helium,,,Bryan Poole of Of Montreal,,B000QQV8MM,,wfit
,,033.ElClavoLaCruz,,21,2009-04-28,21,Blame It on Cain,Elvis Costello,,,A classic tour-de-force,,B000WQJJ1I,,wfit
,,,,,2009-04-28,22,,,,,,X,,,wfit
,,034.OldFashionedSpeed,,23,2009-04-28,23,Old Fashioned Speed,Shibboleth,,,Dallas instrumental strangeness,,B0018L0SB6,,wfit
,,034.OldFashionedSpeed,,24,2009-04-28,24,Fiesta,Ween,,,"¡Si, fiesta!",,B000XFEEFO,,wfit
,,034.OldFashionedSpeed,,25,2009-04-28,25,My Red Hot Car,Squarepusher,,,With that trademark Squarepusher stutter,,B001GPZCBK,,wfit
,,034.OldFashionedSpeed,,26,2009-04-28,26,,,,,,X,,,wfit
,,034.OldFashionedSpeed,,27,2009-04-28,27,Huffin' The Muggles,Carl Henry Brueggen,,,Genuine Bossa Nova feel from the Mt. Shasta guitarist,,B000SJ1UDE,,wfit
,,034.OldFashionedSpeed,,28,2009-04-28,28,Majaná,Bloque,,,"A Colombian octet, featuring David Byrne’s adoration",,B000RGJHCO,,wfit
,,034.OldFashionedSpeed,,29,2009-04-28,29,It Don't Mean A Thing (If It Aint Got That Swing),Chester & Lester,,,Chet Atkins and Les Paul,,,,wfit
,,034.OldFashionedSpeed,,30,2009-04-28,30,,,,,,X,,,wfit
,,034.OldFashionedSpeed,,31,2009-04-28,31,French Rat Race,The Double Six Of Paris,,,aka Les Double Six -- featuring the production of Quincy Jones,,,,wfit
,,034.OldFashionedSpeed,,32,2009-04-28,32,Jackson Cannery,Ben Folds Five,,,The first Ben Folds Five song ever recorded... BFF!,,B000SNW0CK,,wfit
,,034.OldFashionedSpeed,,33,2009-04-28,33,When You Sleep,Japancakes,,,From their cover album Loveless,,B000UTOQPG,,wfit
,,034.OldFashionedSpeed,,34,2009-04-28,34,,,,,,X,,,wfit
,,034.OldFashionedSpeed,,35,2009-04-28,35,Tain't What You Do (It's The Way That Cha Do It),Fun Boy Three With Bananarama,,,"Yeah, that’s right FB3 -- tain’t",,B0015PV18E,,wfit
,,034.OldFashionedSpeed,,36,2009-04-28,36,Seven Ways To Sunday,Westbound Train,,,"Jamaica via Boston, new record out last week",,B000YQOW3G,,wfit
,,034.OldFashionedSpeed,,37,2009-04-28,37,"Ok Dear, Who?",Hasidic New Wave,,,NYC jazz freaks getting it on with Jewish music,,,,wfit
,,034.OldFashionedSpeed,,38,2009-04-28,38,,,,,,X,,,wfit
,,034.OldFashionedSpeed,,39,2009-04-28,39,Fruit Nut,XTC,,,For Boy Wonder and Locals Only,,B00000I4JT,,wfit
,,034.OldFashionedSpeed,,40,2009-04-28,40,Little Green Men,Drink Me,,,Inspired by Carl King’s spiritual orthogonalism,,B001A3CMK2,,wfit
,,034.OldFashionedSpeed,,41,2009-04-28,41,"Don't Think Twice, It's All Right",Susanna And The Magical Orchestra,,,Deadly version of one of my favorite Dylan songs,,B0018V5WJO,,wfit
,,034.OldFashionedSpeed,,42,2009-04-28,42,,,,,,X,,,wfit
,,034.OldFashionedSpeed,,43,2009-04-28,43,Jackie On Acid,Ill Ease,,,Haunting noodly organ line,,,,wfit
May 2009,,,,,,,,,,,,,,,
,,,,,2009-05-05,00,,,,,,X,,,wfit
,,,,,2009-05-05,01,Lagrimas De Oro,Beth Custer,,,"The Manu Chao classic, by San Francisco experimentalist in a rare mood",,,,wfit
,,,,,2009-05-05,02,,,,,,X,,,wfit
,,,,,2009-05-05,03,Bittersweet Bundle Of Misery,Graham Coxon,,,From the guitarist of Bleh,,,,wfit
,,,,,2009-05-05,04,Cake for Pronoun,Coyle & Sharpe,,,You would have full use of the etymological facilty we give you!,,,,wfit
,,,,,2009-05-05,05,I Am A Song,Midget,,,Dig the slow banjo,,,,wfit
,,,,,2009-05-05,06,,,,,,X,,,wfit
,,,,,2009-05-05,07,Seven Lonely Days,Smoking Popes,,,One lonely week,,,,wfit
,,,,,2009-05-05,08,Stop Your Sobbing,Pretenders,,,"From some crappy live recording, but what can I do",,,,wfit
,,,,,2009-05-05,09,96 Tears,The Stranglers,,,You’re lucky you didn’t get 282 Tears,,,,wfit
,,,,,2009-05-05,10,,,,,,X,,,wfit
,,,,,2009-05-05,11,Can't Take It No More,Junior Varsity,,,These guys had a dancing bear in their band,,,,wfit
,,,,,2009-05-05,12,Tomorrow World,Squarepusher,,,The blippy sounds of a bass player,,,,wfit
,,,,,2009-05-05,13,Balloon Race,The Lonesome Organist,,,Crazed soloism,,,,wfit
,,,,,2009-05-05,14,Lack Of Concentration,Manband,,,"Chunky and fun, awesome fake end",,,,wfit
,,,,,2009-05-05,15,,,,,,X,,,wfit
,,,,,2009-05-05,16,I Want Some,The Make-Up,,,"Mmmm, yes. I do",,,,wfit
,,,,,2009-05-05,17,5 Times Out Of A Hundred,Hot Hot Heat,,,From their early days,,,,wfit
,,,,,2009-05-05,18,Albion Rose,Mouse on Mars,,,Oddly bouncing,,,,wfit
,,,,,2009-05-05,19,,,,,,X,,,wfit
,,,,,2009-05-05,20,I’ll Sink Manhattan,They Might Be Giants,,,From their They’ll Need A Crane EP,,,,wfit
,,,,,2009-05-05,21,Time To Get Dumb,The Lynnfield Pioneers,,,Uh... yeah.,,,,wfit
,,,,,2009-05-05,22,Waiting Room,Holly Golightly,,,The lovely and unbalanced Holly,,,,wfit
,,,,,2009-05-05,23,Pillow,Capitol K,,,Lovely fragments,,,,wfit
,,,,,2009-05-05,24,,,,,,X,,,wfit
,,,,,2009-05-05,25,Captain of Maybe,Bettie Serveert,,,From Belgium!,,,,wfit
,,,,,2009-05-05,26,Myrtle Way,Frankenixon,,,Piano rock is HARD,,,,wfit
,,,,,2009-05-05,27,Plastic Halo,Hafdis Huld,,,"Twist that knife, Hafdis",,,,wfit
,,,,,2009-05-05,28,,,,,,X,,,wfit
,,,,,2009-05-05,29,Away From Home,Klark Kent,,,I entertain my rancid date / And she can hang around til late!,,,,wfit
,,,,,2009-05-05,30,Paging System Operator,Barcelona,,,"The OLD Barcelona, not the new one",,,,wfit
,,,,,2009-05-05,31,Alfio Brambilio,The Maxwell Implosion,,,Not what I normally associate with the name Maxwell,,,,wfit
,,,,,2009-05-05,32,,,,,,X,,,wfit
,,,,,2009-05-05,33,"Hamfisted, Chromatic",Steward,,,Like honey and gravel,,,,wfit
,,,,,2009-05-05,34,Always See Your Face,Love,,,Counterbalancing the noise,,,,wfit
,,,,,2009-05-05,35,This Girl,Jimmy Dale McFadden,,,Quite the dramatic delivery,,,,wfit
,,,,,2009-05-05,36,Dreams,The Soft Boys,,,Robyn Hitchcock in ye olden days,,,,wfit
,,,,,2009-05-05,37,,,,,,X,,,wfit
,,,,,2009-05-05,38,Percy Francis,Nathaniel Saunders,,,Trinidad?,,,,wfit
,,,,,2009-05-05,39,Satellite,The Brian Jonestown Massacre,,,The unflappable train wreck,,,,wfit
,,,,,2009-05-05,40,Fire,Jimi Hendrix,,,By request! Ice Bear and the Monkey!,,,,wfit
,,,,,2009-05-05,41,Hostile Bridge to Benny’s,Stewart Copeland,,,From the Rumblefish soundtrack,,,,wfit
,,,,,2009-05-05,42,,,,,,X,,,wfit
,,,,,2009-05-05,43,Voodoo Ray,William Fairey Band,,,The acid brass treatment,,,,wfit
,,,,,2009-05-12,00,,,,,,X,,,wfit
,,,,,2009-05-12,01,Buddy Holly,The Moog Cookbook,,,Dig those Jean-Michel Jarre references...,,,,wfit
,,,,,2009-05-12,02,,,,,,X,,,wfit
,,,,,2009-05-12,03,Buena,Morphine,,,From their first album,,,,wfit
,,,,,2009-05-12,04,Cool Kind Of Drag,Drool Brothers,,,Sexiest cyclops EVAH on the cover,,,,wfit
,,,,,2009-05-12,05,Walking On Your Hands,Red Lorry Yellow Lorry,,,"From Leeds, home of dark English music",,,,wfit
,,,,,2009-05-12,06,,,,,,X,,,wfit
,,,,,2009-05-12,07,Teenage Kicks,The Undertones,,,Northern Ireland sensations!,,,,wfit
,,,,,2009-05-12,08,Mad About You,Laurel Aitken,,,A ska and rocksteady pioneer,,,,wfit
,,,,,2009-05-12,09,Johnny Hit and Run Paulene,X,,,Unmistakable sound of X,,,,wfit
,,,,,2009-05-12,10,,,,,,X,,,wfit
,,,,,2009-05-12,11,Lonely Mary,Green Goblyn Project,,,,,,,wfit
,,,,,2009-05-12,12,Song Right Now,Green Goblyn Project,,,,,,,wfit
,,,,,2009-05-12,13,Prosthetic Love,Green Goblyn Project,,,,,,,wfit
,,,,,2009-05-12,14,Gravy,Green Goblyn Project,,,,,,,wfit
,,,,,2009-05-12,15,Saturnine,Green Goblyn Project,,,,,,,wfit
,,,,,2009-05-12,16,Wake Up On Fire,Green Goblyn Project,,,,,,,wfit
,,,,,2009-05-12,17,,,,,,X,,,wfit
,,,,,2009-05-12,18,Sukiyaki,Oranger,,,The hippy rock from SF,,,,wfit
,,,,,2009-05-12,19,Kickstrasse,1990s,,,"Off their new stellar album, Kicks",,,,wfit
,,,,,2009-05-12,20,Out My Eyes,The Moore Brothers,,,So Beatlesque...,,,,wfit
,,,,,2009-05-12,21,The Creeper,Steve Hancoff,,,Breakneck instrumental,,,,wfit
,,,,,2009-05-12,22,,,,,,X,,,wfit
,,,,,2009-05-12,23,Tuff Ghost,The Unicorns,,,So sad they are mythical once again,,,,wfit
,,,,,2009-05-12,24,Roygbiv,Boards of Canada,,,Beeps and boops,,,,wfit
,,,,,2009-05-12,25,O pato,Stan Getz avec Astrud et Joao Gilberto,,,The instrumental version,,,,wfit
,,,,,2009-05-12,26,,,,,,X,,,wfit
,,,,,2009-05-12,27,Knock Knock,Dr. Frank,,,From the Mr. T Experience,,,,wfit
,,,,,2009-05-12,28,Pata Pata (Skata Skata),Skatalites,,,"Across the globe, a standard",,,,wfit
,,,,,2009-05-12,29,Somebody's Gonna Get Their Head Kicked In,The Rezillos,,,More Scottish madness!,,,,wfit
,,,,,2009-05-12,30,Kitty,The Presidents of The United States of America,,,"These days, simply The Presidents",,,,wfit
,,,,,2009-05-12,31,,,,,,X,,,wfit
,,,,,2009-05-12,32,(This is Your) Vasectomy,Johnny Socko,,,Indiana!,,,,wfit
,,,,,2009-05-12,33,Get The Letter Out,Enon,,,Rubbery melody,,,,wfit
,,,,,2009-05-12,34,Only Star,The Mommyheads,,,Recently reunited,,,,wfit
,,,,,2009-05-12,35,The Abandoned Brain,Robyn Hitchcock,,,An old favorite,,,,wfit
,,,,,2009-05-12,36,,,,,,X,,,wfit
,,,,,2009-05-12,37,Singapore `66,Mach Kung-Fu,,,From Teach a Chick To Dance,,,,wfit
,,,,,2009-05-12,38,When The Girls Get Here,Young Fresh Fellows,,,You know it,,,,wfit
,,,,,2009-05-12,39,,,,,,X,,,wfit
,,,,,2009-05-12,40,You and Your Sister,This Mortal Coil,,,Originally by Big Star,,,,wfit
,,,,,2009-05-13,00,,,,,,X,,,wfit
,,076.GoldenPhone,,01,2009-05-13,01,Never Going Back Again ( Queen Of Scots ),Eddi Reader,,,Gimme that Stevie Nicks.,,B001YXZWXW,http://itunes.apple.com/us/album/love-is-the-way/id309169397,wfit
,,076.GoldenPhone,,02,2009-05-13,02,,,,,,X,,,wfit
,,076.GoldenPhone,,03,2009-05-13,03,Golden Phone,Micachu & The Shapes,,,This is... out there,,B001R3YJ10,http://itunes.apple.com/us/album/jewellery-bonus-track-version/id307265878,wfit
,,076.GoldenPhone,,04,2009-05-13,04,Freakin' Out,Graham Coxon,,,"Lay it on thick, guitarist of Bleh",,B000THGPAI,http://itunes.apple.com/us/album/happiness-in-magazines/id250064701,wfit
,,076.GoldenPhone,,05,2009-05-13,05,El Rayo-X,David Lindley,,,Is there anything he can’t do?,,B001MEBI90,http://itunes.apple.com/us/album/el-rayo-x/id298088969,wfit
,,076.GoldenPhone,,06,2009-05-13,06,Super Afro-Beat,The Daktaris,,,Mythical funk band (literally),,B000QZXVAK,http://itunes.apple.com/us/album/soul-explosion/id160326416,wfit
,,076.GoldenPhone,,07,2009-05-13,07,,,,,,X,,,wfit
,,076.GoldenPhone,,08,2009-05-13,08,Compulsion,That Petrol Emotion,,,Going back 20 years or so,,B001UNRAU4,http://itunes.apple.com/us/album/chemicrazy/id296307081,wfit
,,076.GoldenPhone,,09,2009-05-13,09,Fuzzy Little Piece Of The World,The Pontiac Brothers,,,"Collectible band name, now that there’s no Pontiac",,B002I5YZDS,http://itunes.apple.com/us/album/fuzzy-little-piece-world/id323865153,wfit
,,076.GoldenPhone,,10,2009-05-13,10,El Cuchipe (Cancio Boliviana),Los Lobos,,,Genuine sounds of... Bolivia?,,B0013AZLHI,http://itunes.apple.com/us/album/del-este-los-angeles-just/id29267712,wfit
,,076.GoldenPhone,,11,2009-05-13,11,Tightly Wound,The Capes,,,,,B000TPTGRE,http://itunes.apple.com/us/album/taste-ep/id112476387,wfit
,,076.GoldenPhone,,12,2009-05-13,12,,,,,,X,,,wfit
