source,published,airdate,episode,sequence,song,artist,artist_slug,album,time,notes
kafm,yes,2018-08-21,,4,BREAK
kafm,yes,2018-08-21,,5,"Tonight, I Walk On The Water",Spider Bags,spider-bags,Someday Everything Will Be Fine,1:23,We all have to do it sometime
kafm,yes,2018-08-21,,6,Sun Gone Down,House of Freaks,house-of-freaks,Tantilla,3:07,MTV electric moment
kafm,yes,2018-08-21,,7,Letter To The Editor (feat. Racquel Jones),Thievery Corporation,thievery-corporation,Treasures From The Temple,3:30,Dear Florida Today
kafm,yes,2018-08-21,,8,Butterfly Prowler,Clark,clark,Death Peak,4:27,Universal perpetual motion
kafm,yes,2018-08-21,,9,BREAK
kafm,yes,2018-08-21,,10,August 10,Khruangbin,khruangbin,Con Todo El Mundo,4:25,Not that long ago
kafm,yes,2018-08-21,,11,Next Level,Red Baraat,red-baraat,Sound the People,4:13,So frantic!
kafm,yes,2018-08-21,,12,Million Man,The Rubens,rubens,Lo La Ru,3:12,Insanely catchy
kafm,yes,2018-08-21,,13,BREAK
kafm,yes,2018-08-21,,14,Survive,Dr. Dog,dr-dog,Abandoned Mansion,4:04,Rolling road tune
kafm,yes,2018-08-21,,15,Permanent Hole,Black Moth Super Rainbow,black-moth-super-rainbow,Panic Blooms,3:20,The buzz of being half-awake
kafm,yes,2018-08-21,,16,"Mellow, Pt. 1",Mellow,mellow,Another Mellow Winter,3:48,Check out the CQ soundtrack
kafm,yes,2018-08-21,,17,Barnes,Pinback,pinback,Autumn of the Seraphs,4:17,Unmistakable bass warble
kafm,yes,2018-08-21,,18,BREAK
kafm,yes,2018-08-21,,19,Bristol Sky,The Essex Green,essex-green,Hardly Electronic,4:40,A wonderful return
kafm,yes,2018-08-21,,20,Los Angeles,The Pack A.D.,pack-a-d,Positive Thinking,3:12,Definitely a Los Angeles song
kafm,yes,2018-08-21,,21,A Minute,Brisa Roché,brisa-roche,Invisible 1,2:49,Warm voice
kafm,yes,2018-08-21,,22,BREAK
kafm,yes,2018-08-21,,23,J-TREE,Gang Gang Dance,gang-gang-dance,Kazuashita,5:51,All worlds involved
kafm,yes,2018-08-21,,24,Same Sun Same Moon,Little Hurricane,little-hurricane,Same Sun Same Moon,3:23,Double trouble
kafm,yes,2018-08-21,,25,The Crazed Ones,Coastwest Unrest,coastwest-unrest,The Crazed Ones,2:47,Everyone needs them
kafm,yes,2018-08-21,,26,Tobacco's But an Indian Weed,Brian Dewan,brian-dewan,,3:05,Think on this
kafm,yes,2018-08-21,,27,BREAK
kafm,yes,2018-08-21,,28,I Know I'm The Asshole,Thin Lips,thin-lips,Chosen Family,2:53,"Unmentionable title, great song"
kafm,yes,2018-08-21,,29,Louise,Michigan Jake,michigan-jake,Can't Stop Singing,2:52,Barbershop time
kafm,yes,2018-08-21,,30,The Return Pt. 1,Bênní,benni,The Return,5:03,The new Tangerine Dream
kafm,yes,2018-08-21,,31,BREAK
kafm,yes,2018-08-21,,32,Go Tell Everybody,Rock*a*Teens,rock-a-teens,Sixth House,3:59,Terrifyingly good
kafm,yes,2018-08-21,,33,When the Moon Shines,Chandler Travis Philharmonic,chandler-travis-philharmonic,Waving Kissyhead Vol. 2 & 1,3:38,Time for a mellow saunter
kafm,yes,2018-08-21,,34,Let's Start A War,Grimskunk,grimskunk,Unreason In The Age Of Madness,4:12,Not quite Fear
kafm,yes,2018-08-21,,35,Bell House,Shy Boys,shy-boys,Bell House,3:45,Somewhat understated
kafm,yes,2018-08-21,,36,BREAK
kafm,yes,2018-08-21,,37,Enemy Destruct,Thee Oh Sees,thee-oh-sees,Help,3:20,Still going strong
kafm,yes,2018-08-21,,38,Big Bad Bill,Sourdough Slim,sourdough-slim,,2:32,Cowboy stories
kafm,yes,2018-08-21,,39,Girl You're Out Of Time,The Creation Factory,creation-factory,The Creation Factory,3:42,What year is this?
kafm,yes,2018-08-21,,40,BREAK
kafm,yes,2018-08-21,,41,2nd Time,Faith Healer,faith-healer,Try ;-),2:35,Unrelated to Th' Faith Healers
kafm,yes,2018-08-21,,42,Yellow,Petra Haden and Bill Frisell,petra-haden-bill-frisell,Petra Haden and Bill Frisell,4:40,An improvement
kafm,yes,2018-08-21,,43,An Air Conditioned Man,Rolling Blackouts Coastal Fever,rolling-blackouts-coastal-fever,Hope Downs,4:52,For the summer
kafm,yes,2018-08-21,,44,Woo Hoo,The 5.6.7.8's,5-6-7-8-s,Bomb The Twist,2:02,In all its lo-fi glory
kafm,yes,2018-08-21,,45,BREAK
kafm,yes,2018-08-21,,46,Bettie Page,Mika Bomb,mika-bomb,,1:50,It's cool
kafm,yes,2018-08-21,,47,Cannonball!,Buck Meek,buck-meek,Buck Meek,2:48,Loving the missing beats
kafm,yes,2018-08-21,,48,What Ever Happened To Billy Boy?,The Purrs,purrs,Destroy The Sun,5:34,So very Supergrass
kafm,yes,2018-08-21,,49,BREAK
kafm,yes,2018-08-21,,50,Modern,Magnifico,magnifico,Komplet,3:15,One suave Slovenian
kafm,yes,2018-08-21,,51,Open,Chris Knox ,chris-knox,Songs of You and Me,3:35,New Zealand genius
kafm,yes,2018-08-21,,52,Peacebone,Animal Collective,animal-collective,Strawberry Jam,5:15,Running down the stairs
kafm,yes,2018-08-21,,53,BREAK
kafm,yes,2018-08-21,,54,Glory Box,Syren,syren,Love A 1000 Faces,6:06,For fans of Portishead
kafm,yes,2018-09-04,"",1,Bone Machine,Pixies,pixies,2013.08.06.a,3:03,Kicking off tonight's Machine Shop!
kafm,yes,2018-09-04,"",2,Paperweight Machine,Fluid Ounces,fluid-ounces,The Whole Shebang,2:10,Straight outta Ft. Lauderdale (I think)
kafm,yes,2018-09-04,"",3,Pee Wee's Big Adventure (Breakfast Machine),The Scofflaws,scofflaws,,2:00,"Nothing right now, Mr. Herman"
kafm,yes,2018-09-04,"",4,Emotion Machine,Jason Falkner,jason-falkner,All Quiet On the Noise Floor,3:12,Ex-Jellyfish and so much more
kafm,yes,2018-09-04,"",5,BREAK
kafm,yes,2018-09-04,"",6,How Do You Work This Thing?,Robyn Hitchcock,robyn-hitchcock,Gravy Deco: The Complete Groovy Decay/Decoy Sessions,2:29,Questions from the audience?
kafm,yes,2018-09-04,"",7,The Dream Machine,Sukia,sukia,,4:33,La maquina de los sueños
kafm,yes,2018-09-04,"",8,Strict Machine,Goldfrapp,goldfrapp,Black Cherry,3:51,Originally by Suzi Quatro
kafm,yes,2018-09-04,"",9,Samba Machine,Kassin+2,kassin-2,Futurismo,3:20,A subtle samba
kafm,yes,2018-09-04,"",10,BREAK
kafm,yes,2018-09-04,"",11,Relentless Machines,Thomas Function,thomas-function,Celebration!,4:21,Truly relentless
kafm,yes,2018-09-04,"",12,Blood Machine,Chad VanGaalen,chad-vangaalen,Infiniheart,4:25,It’s grim and haunting
kafm,yes,2018-09-04,"",13,Tijuana Sound Machine,Nortec Collective,nortec-collective,Tijuana Sound Machine (Nortec Collective Presents Bostich & Fussible),3:03,Sin limites
kafm,yes,2018-09-04,"",14,Tape Machine,STRFKR,strfkr,"Being No One, Going Nowhere",3:14,For the Gainesville listeners
kafm,yes,2018-09-04,"",15,BREAK
kafm,yes,2018-09-04,"",16,Surf Machine,Spot 1019,spot-1019,Spot 1019,4:16,Close our eyes and watch Bob Newhart
kafm,yes,2018-09-04,"",17,Luv Machine,Blonde Redhead,blonde-redhead,In an Expression of the Inexpressible,3:39,Stark and hypnotic
kafm,yes,2018-09-04,"",18,Light Machine,Oranger,oranger,New Comes And Goes,2:36,Fuzzed out blizz
kafm,yes,2018-09-04,"",19,BREAK
kafm,yes,2018-09-04,"",20,She's A Machine,The Smugglers,smugglers,Buddy Holly Convention - EP,1:30,Much better than the Elvis version
kafm,yes,2018-09-04,"",1,Black Cat 13,Peach Kelli Pop,peach-kelli-pop,Gentle Leader,1:49,Can’t wait for Halloween
kafm,yes,2018-09-04,"",2,Amber,Yuno,yuno,Moodie [EP],3:43,Street sounds
kafm,yes,2018-09-04,"",3,Brass Beam,Waxahatchee,waxahatchee,Out In The Storm,2:42,The new Lucinda
kafm,yes,2018-09-04,"",4,BREAK
kafm,yes,2018-09-04,"",5,Get Gone,Mikaela Davis,mikaela-davis,Delivery,3:26,Funky harping
kafm,yes,2018-09-04,"",6,Oxcart Blues,Spider Bags,spider-bags,Someday Everything Will Be Fine,2:44,Like a Social D anthem
kafm,yes,2018-09-04,"",7,I Guess Yes,Blithe,blithe,Verse Chorus Verse,3:58,"Happy birthday, Alan!"
kafm,yes,2018-09-04,"",8,Joy Ride (feat. Mr Lif & Sitali),Thievery Corporation,thievery-corporation,Treasures From The Temple,3:39,Fun stuff!
kafm,yes,2018-09-04,"",9,BREAK
kafm,yes,2018-09-04,"",10,Are You Ready For The Sex Girls,Gleaming Spires,gleaming-spires,Los Angeles Post-Punk (Volume 3),3:59,LA is so weird
kafm,yes,2018-09-04,"",11,Happiness Reigns,Cullen Omori,cullen-omori,The Diet,3:08,Brilliant jangle
kafm,yes,2018-09-04,"",12,Talking Straight,Rolling Blackouts Coastal Fever,rolling-blackouts-coastal-fever,Hope Downs,3:45,Driving like mad
kafm,yes,2018-09-04,"",13,Hello,Fatso,fatso,On Tape,4:42,"Surprisingly, from Colombia"
kafm,yes,2018-09-04,"",14,BREAK
kafm,yes,2018-09-04,"",15,There Is A Ledger,Wild Pink,wild-pink,Yolk In The Fur,3:35,The gentle 90s
kafm,yes,2018-09-04,"",16,Flipside,The Breeders,breeders,Last Splash,1:59,Savage surfing
kafm,yes,2018-09-04,"",17,Dark Window,Mass Gothic,mass-gothic,I’ve Tortured You Long Enough,4:31,A kaleidoscopic approach
kafm,yes,2018-09-04,"",18,Juiceboxx,The Love Language,love-language,Baby Grand,3:55,Get your weird chords on
kafm,yes,2018-09-04,"",19,BREAK
kafm,yes,2018-09-04,"",20,Dang Me,Brad Paisley,brad-paisley,King Of The Road: A Tribute To Roger Miller [Disc 1],1:58,Roger Miller is pretty hard to beat
kafm,yes,2018-09-04,"",21,Anytime Of The Year,Yung Heazy,yung-heazy,Whenever You're Around I Hate Everything Less,3:49,Gives me the woozys
kafm,yes,2018-09-04,"",22,Hat Nerd,Teenage Bottlerocket,teenage-bottlerocket,Stealing the Covers,2:00,Everyone knows one
kafm,yes,2018-09-04,"",23,BREAK
kafm,yes,2018-09-04,"",24,What Life Is,Rubblebucket,rubblebucket,Sun Machine,4:10,A Tom Tom Club concoction
kafm,yes,2018-09-04,"",25,Groundhog's Day,Primus,primus,Frizzle Fry,4:59,For Jake
kafm,yes,2018-09-04,"",26,Nipple Rocket Revenge,The Ass Baboons Of Venus,ass-baboons-of-venus,Phuket A La Bum Bum,2:34,I ain’t your baby
kafm,yes,2018-09-04,"",27,Tuff Ghost,The Unicorns,unicorns,Who Will Cut Our Hair When We're Gone?,2:57,Shining bright like a nova
kafm,yes,2018-09-04,"",28,BREAK
kafm,yes,2018-09-04,"",29,Frendamine,Marmoset,marmoset,Record in Red,2:25,"Marmosets, Charley"
kafm,yes,2018-09-04,"",30,I Don't Know What To Do,The Creation Factory,creation-factory,The Creation Factory,3:36,What year is it?
kafm,yes,2018-09-04,"",31,Big Cheater,Lo-Lite,lo-lite,Sidekicks,2:34,Two men and a racket
kafm,yes,2018-09-04,"",32,BREAK
kafm,yes,2018-09-04,"",33,Sink To The Bottom,Fountains Of Wayne,fountains-of-wayne,Fountains of Wayne,3:12,"Underappreciated, these guys"
kafm,yes,2018-09-04,"",34,Introduction for Charlie,Melt-Banana,melt-banana,Charlie,3:11,There’s always time for Melt-Banana
kafm,yes,2018-09-04,"",35,Good News,White Denim,white-denim,Performance,4:21,Strumming away
kafm,yes,2018-09-04,"",36,Tinfoil Deathstar,Fat White Family,fat-white-family,Songs For Our Mothers,3:59,Hidden reverbs
kafm,yes,2018-09-04,"",37,BREAK
kafm,yes,2018-09-04,"",38,Rorol,The Octopus Project,octopus-project,Identification Parade,5:54,Everything is better with a theremin
kafm,yes,2018-09-11,"",1,All By Yourself,Cullen Omori,cullen-omori,The Diet,2:35,A slow start
kafm,yes,2018-09-11,"",2,All Join In,Temples,temples,Volcano,4:03,Join the galloping
kafm,yes,2018-09-11,"",3,I Guess We're Done,The Wrens,wrens,Abbott 1135,4:03,"Fifteen years, please be done soon"
kafm,yes,2018-09-11,"",4,The Pilot,Clap Your Hands Say Yeah,clap-your-hands-say-yeah,The Tourist,3:12,Somewhat subdued
kafm,yes,2018-09-11,"",5,BREAK
kafm,yes,2018-09-11,"",6,Fine Slime,White Denim,white-denim,Performance,4:45,Hot hot stuff
kafm,yes,2018-09-11,"",7,Young & Brave,The Smoking Flowers,smoking-flowers,Let's Die Together,3:29,Classic '70s Duet
kafm,yes,2018-09-11,"",8,Time Of The Season,The Zombies,zombies,Odessey And Oracle: 50th Anniversary Edition,3:36,Look up the true story of the fake Zombies
kafm,yes,2018-09-11,"",9,BREAK
kafm,yes,2018-09-11,"",10,Exclusive Grave,Rolling Blackouts Coastal Fever,rolling-blackouts-coastal-fever,Hope Downs,3:47,Canadian lackadaisical
kafm,yes,2018-09-11,"",11,"More Madness, Please",Coastwest Unrest,coastwest-unrest,The Crazed Ones,3:13,Somewhat dark
kafm,yes,2018-09-11,"",12,Black Is Blue,Margaret Glaspy,margaret-glaspy,Emotions and Math,2:27,Such delivery
kafm,yes,2018-09-11,"",13,Don't Wanna Talk,Brendan Benson,brendan-benson,"My Old, Familiar Friend",3:49,"Like from Glasgow, but from Detroit"
kafm,yes,2018-09-11,"",14,BREAK
kafm,yes,2018-09-11,"",15,Tain't What You Do (It's The Way That Cha Do It),Fun Boy Three With Bananarama,fun-boy-three-with-bananarama,Fun Boy Three,2:51,I could hear this all day
kafm,yes,2018-09-11,"",16,Closest To Heaven,Rock*a*Teens,rock-a-teens,Sixth House,4:43,The new sound of old Atlanta
kafm,yes,2018-09-11,"",17,Things about Which,Popcanon,popcanon,D'art,3:25,Gainesville spazzcore
kafm,yes,2018-09-11,"",18,Bridge & Tunnel,The Fever,fever,The Fever,3:01,Clearly from 2000s NYC
kafm,yes,2018-09-11,"",19,BREAK
kafm,yes,2018-09-11,"",20,We Are All So Young,The Donkeys,donkeys,Sun Damaged Youth,3:09,Skewed pop is my favorite
kafm,yes,2018-09-11,"",21,Zombie Part 2,Nile Rogers And Roy Hargrove And Money Mark,nile-rogers-roy-hargrove-money-mark,Red Hot + Riot,4:27,Afroheat
kafm,yes,2018-09-11,"",22,The Things We Do to Each Other,Cowboy Junkies,cowboy-junkies,All That Reckoning,3:57,Low drones on the bases zones
kafm,yes,2018-09-11,"",23,BREAK
kafm,yes,2018-09-11,"",24,Never Ever,The Solace Bros.,solace-bros,Bad Will,3:28,Can’t fight this feeling
kafm,yes,2018-09-11,"",25,Lemonade,Rubblebucket,rubblebucket,Sun Machine,4:05,What is going on here?
kafm,yes,2018-09-11,"",26,What Do I Get?,The Buzzcocks,buzzcocks,Operators Manual,2:54,For Robin in Atlanta
kafm,yes,2018-09-11,"",27,In My Life,Jake Shimabukuro,jake-shimabukuro,My Life,3:29,A transcendent song
kafm,yes,2018-09-11,"",28,BREAK
kafm,yes,2018-09-11,"",29,Same Mistake,Grimskunk,grimskunk,Unreason In The Age Of Madness,3:45,Killer groove
kafm,yes,2018-09-11,"",30,What If I Saw You On The Street,Thin Lips,thin-lips,Chosen Family,1:54,Fast and to the point
kafm,yes,2018-09-11,"",31,I Should Not Have To Ask,The Witnesses,witnesses,Tunnel Vision,3:45,Sounding somewhat Narduwar
kafm,yes,2018-09-11,"",32,BREAK
kafm,yes,2018-09-11,"",33,Cuz You're My Girl,Yung Heazy,yung-heazy,Whenever You're Around I Hate Everything Less,4:07,Such a decadent vibe
kafm,yes,2018-09-11,"",34,Late To The Flight,LUMP,lump,LUMP [EP],5:36,Like Lisa Germano
kafm,yes,2018-09-11,"",35,Bezel Shrink,Rollercoasterwater,rollercoasterwater,Degauss,5:10,A bit o’noiz
kafm,yes,2018-09-11,"",36,Go,Dusminguet,dusminguet,Go>,3:11,Drop that beat!
kafm,yes,2018-09-11,"",37,BREAK
kafm,yes,2018-09-11,"",38,Justin,Les Wampas,les-wampas,Evangélisti,2:02,More frantic French stuff
kafm,yes,2018-09-11,"",39,Two Fat Feet,The Fiery Furnaces,fiery-furnaces,Gallowsbird's Bark,4:05,A sound of a circle
kafm,yes,2018-09-11,"",40,Can't Stand You,Ron Gallo,ron-gallo,Heavy Meta,3:47,The new hard rock
kafm,yes,2018-09-11,"",41,BREAK
kafm,yes,2018-09-11,"",42,Something Better,Pietasters,pietasters,Oolooloo,3:34,For Julio
kafm,yes,2018-09-11,"",43,"Nameless, Faceless",Courtney Barnett,courtney-barnett,Tell Me How You Really Feel,3:15,Don't be lulled into security
kafm,yes,2018-09-11,"",44,Honey Dub,Phase Selector Sound,phase-selector-sound,Disassemble Dub,2:52,It's dub time
kafm,yes,2018-09-11,"",45,Maria También,Khruangbin,khruangbin,Con Todo El Mundo,3:11,Whisper surf
kafm,yes,2018-09-11,"",46,BREAK
kafm,yes,2018-09-11,"",47,Two Beats Off,Fugazi,fugazi,Repeater & 3 Songs,3:28,Try not to fall behind
kafm,yes,2018-09-11,"",48,Hit Me With Your Rhythm Stick,Ian Dury & The Blockheads,ian-dury-blockheads,Million Sellers,3:45,Nonstop bass
kafm,yes,2018-09-11,"",49,Dancing With Myself,Nouvelle Vague,nouvelle-vague,Bande a Part,3:09,Not completed!
kafm,yes,2018-09-11,"",50,BREAK
kafm,yes,2018-09-11,"",51,Cubicle,Rinôçerôse,rinocerose,Schizophonia,4:21,Stay in your cubicle
kafm,yes,2018-09-11,"",52,The Other,King Tuff,king-tuff,The Other,6:09,A gentle reminder
kafm,yes,2018-09-11,"",53,Cling To Me,Postdata,postdata,Let's Be Wilderness,4:02,Meandering melodic
kafm,yes,2018-09-11,"",54,BREAK
kafm,yes,2018-09-11,"",55,Smokebomb,Ursula 1000,ursula-1000,Kinda Kinky,5:04,Blasting off
kafm,yes,2018-10-02,"",1,Palm of your Hand,Cake,cake,Pressure Chief,2:57,Nothing stands forever
kafm,yes,2018-10-02,"",2,The Cold House is a Harsh Mistress,The Lonesome Organist,lonesome-organist,Forms and Follies,1:44,Space wind chimes
kafm,yes,2018-10-02,"",3,House Of The Rising Bigfoot,Spot 1019,spot-1019,Still... Again,2:27,Monster Truckin'
kafm,yes,2018-10-02,"",4,Staying Home,Superchunk,superchunk,I Hate Music,1:15,Don’t stay too long
kafm,yes,2018-10-02,"",5,BREAK
kafm,yes,2018-10-02,"",6,Bag of Hammers,Thao + The Get Down Stay Down,thao-get-down-stay-down,We Brave Bee Stings and All,2:50,Shake the beams of this house
kafm,yes,2018-10-02,"",7,Party At My House,Those Peabodys,those-peabodys,Those Peabodys,4:37,Smarter than dumb rock
kafm,yes,2018-10-02,"",8,Here At The Home,Tribe,tribe,Here At The Home,3:06,Winding around
kafm,yes,2018-10-02,"",9,Running From Home,Admiral Sir Cloudesley Shovell,admiral-sir-cloudesley-shovell,Check Em Before You Wreck Em,5:02,More of the rock
kafm,yes,2018-10-02,"",10,BREAK
kafm,yes,2018-10-02,"",11,House Of Cards,Adrian Belew,adrian-belew,Mr. Music Head,4:06,Stripped down
kafm,yes,2018-10-02,"",12,Comin' Home Baby,The Goldstars,goldstars,Purple Girlfriend,2:20,Groovin' rendition
kafm,yes,2018-10-02,"",13,The Eighth Station Of The Cross Kebab House,Belle and Sebastian,belle-sebastian,The Third Eye Centre,3:58,Very very Specials
kafm,yes,2018-10-02,"",14,Burning Down The House,Talking Heads,talking-heads,Love → Building On Fire (single),4:02,Shake down
kafm,yes,2018-10-02,"",15,BREAK
kafm,yes,2018-10-02,"",16,Can't Find My Way Home,Blind Faith,blind-faith,Blind Faith,3:16,The supergroup's supergroup
kafm,yes,2018-10-02,"",17,South Is Only A Home,The Fiery Furnaces,fiery-furnaces,Gallowsbird's Bark,2:43,Revolutionary racket
kafm,yes,2018-10-02,"",18,Meet Me At The Club House,Quintron,quintron,These Hands of Mine,3:11,It's going to be a wild time
kafm,yes,2018-10-02,"",19,Come Home,Chappo,chappo,Moonwater,3:27,An enjoyable return
kafm,yes,2018-10-02,"",1,Annihilation Song,Rubblebucket,rubblebucket,Sun Machine,3:53,An eclectic’s eclectic
kafm,yes,2018-10-02,"",2,Never Ever (feat. Sarah),The Rubens,rubens,Lo La Ru,3:21,Great duet
kafm,yes,2018-10-02,"",3,No Fun,Shy Boys,shy-boys,Bell House,2:30,Sounds like some fun
kafm,yes,2018-10-02,"",4,Chug-a-Lug,Asleep At The Wheel,asleep-at-wheel,King Of The Road: A Tribute To Roger Miller [Disc 1],2:07,Modulate!
kafm,yes,2018-10-02,"",5,BREAK
kafm,yes,2018-10-02,"",6,Charity,Courtney Barnett,courtney-barnett,Tell Me How You Really Feel,4:10,No mincing words
kafm,yes,2018-10-02,"",7,A Song For Those Who Miss You All The Time,Thin Lips,thin-lips,Chosen Family,3:44,Slinging strings
kafm,yes,2018-10-02,"",8,Another Season Again,The Sadies,sadies,Northern Passages,2:24,Burning it up
kafm,yes,2018-10-02,"",9,The Static's Beat,Ill Ease,ill-ease,Live at the Holiday Sin,5:06,Slow stuttering
kafm,yes,2018-10-02,"",10,BREAK
kafm,yes,2018-10-02,"",11,El Clavo Y La Cruz,The Plugz,plugz,Repo Man Soundtrack,2:58,From Repo Man
kafm,yes,2018-10-02,"",12,Destroy The Sun,The Purrs,purrs,Destroy The Sun,4:41,Go big
kafm,yes,2018-10-02,"",13,Pressure Drop,Toots + the Maytals,toots-maytals,Light Your Light,3:44,Easy sounds
kafm,yes,2018-10-02,"",14,Narrow Your Eyes,They Might Be Giants,they-might-be-giants,Apollo 18,2:46,A secret favorite of mine
kafm,yes,2018-10-02,"",15,BREAK
kafm,yes,2018-10-02,"",16,The Woods,The Creation Factory,creation-factory,The Creation Factory,3:09,Dark and spooky
kafm,yes,2018-10-02,"",17,The Plimsoll Line,Gnac,gnac,Little Darla Has A Treat For You V.13,3:05,Interlude
kafm,yes,2018-10-02,"",18,Ready To Die,The Unicorns,unicorns,Who Will Cut Our Hair When We're Gone?,1:43,Such drama
kafm,yes,2018-10-02,"",19,Switched On,Islands,islands,Vapours,3:31,More Unicorns
kafm,yes,2018-10-02,"",20,BREAK
kafm,yes,2018-10-02,"",21,Magazin,White Denim,white-denim,Performance,3:39,More T. Rex!
kafm,yes,2018-10-02,"",22,Cherokee Street Girl,Son Volt,son-volt,Notes Of Blue,3:01,Lonesome twang
kafm,yes,2018-10-02,"",23,How About The Boys,Arling + Cameron,arling-cameron,Top 20 (1994-2006),4:18,Totally bipolar
kafm,yes,2018-10-02,"",24,BREAK
kafm,yes,2018-10-02,"",25,The Gambler,Brother Brother,brother-brother,Some People I Know,3:26,A dire sound
kafm,yes,2018-10-02,"",26,Queen,Cullen Omori,cullen-omori,The Diet,2:52,Royalty
kafm,yes,2018-10-02,"",27,Rayé Du Bottin,Etienne Charry,etienne-charry,36 Erreurs,3:06,Translation please?
kafm,yes,2018-10-02,"",28,Dear Mr. & Mrs. Troublemaker,All Girl Summer Fun Band,all-girl-summer-fun-band,Summer of '98,2:02,Typing time
kafm,yes,2018-10-02,"",29,BREAK
kafm,yes,2018-10-02,"",30,Hello Kitty Knife,Peach Kelli Pop,peach-kelli-pop,Gentle Leader,2:00,Cute and deadly sharp
kafm,yes,2018-10-02,"",31,Dance Of The Eridani,Bênní,benni,The Return,4:09,Do not be lured in by their dance
kafm,yes,2018-10-02,"",32,Huh,Rollercoasterwater,rollercoasterwater,Degauss,2:12,Odd sounds
kafm,yes,2018-10-02,"",33,Let's Die Together,The Smoking Flowers,smoking-flowers,Let's Die Together,6:33,A slow death
kafm,yes,2018-10-02,"",34,BREAK
kafm,yes,2018-10-02,"",35,Blues (All The Rage),Willie Wisely,willie-wisely,She,3:14,Still all the rage
kafm,yes,2018-10-02,"",36,Space Witch,Free Radicals,free-radicals,Outside the Comfort Zone,2:39,Weirdo reggae
kafm,yes,2018-10-02,"",37,Beatbox,The Jessica Fletchers,jessica-fletchers,What Happened to The?,2:28,Manic beatbox
kafm,yes,2018-10-02,"",38,I Just Wanna Get Along,The Breeders,breeders,Last Splash,1:44,Don't we all
kafm,yes,2018-10-02,"",39,BREAK
kafm,yes,2018-10-02,"",40,Vive Solo,Juana Molina,juana-molina,Un Dia,5:59,Hypnotized
kafm,yes,2018-10-16,"",1,Bang! Blues,King Brothers,king-brothers,Wasteland,2:03,Loud and frantic
kafm,yes,2018-10-16,"",2,Situation,Margaret Glaspy,margaret-glaspy,Emotions and Math,2:26,Keep up if you can
kafm,yes,2018-10-16,"",3,Donna Goes To Tijuana,Poor Little Fools,poor-little-fools,,1:58,Conga surf line
kafm,yes,2018-10-16,"",4,BREAK
kafm,yes,2018-10-16,"",5,Grease Nipples,Wiseblood,wiseblood,,4:31,Electroswing before such a thing
kafm,yes,2018-10-16,"",6,Love Plus One,Haircut One Hundred,haircut-one-hundred,,3:38,One of the finer songs to come out of the era
kafm,yes,2018-10-16,"",7,Sinfonia Agridulce,Mexican Institute of Sound,mexican-institute-of-sound,,4:12,Still recognizable
kafm,yes,2018-10-16,"",8,The Beat (feat. Cyril Neville),Stanton Moore,stanton-moore,With You In Mind,4:20,Lastnamer + firstnamer
kafm,yes,2018-10-16,"",9,BREAK
kafm,yes,2018-10-16,"",10,Skiffleman,The Skiffle Players,skiffle-players,Skiff,3:06,Muy Ween
kafm,yes,2018-10-16,"",11,Necronomania,Manfred Hubler & Siegfried Schwab,manfred-hubler-siegfried-schwab,Vampyros Lesbos Sexaholic Dance Party,2:10,The darkened path
kafm,yes,2018-10-16,"",12,Last Of Your Rock 'n' Roll Heroes,Iron & Wine,iron-wine,Weed Garden [EP],3:21,Somewhat old-fashioned
kafm,yes,2018-10-16,"",13,Housewife's Choice,The Determinations,determinations,,5:07,Rocksteady from Japan
kafm,yes,2018-10-16,"",14,BREAK
kafm,yes,2018-10-16,"",15,Barking Up the Wrong Tree,Jesse and the Dandelions,jesse-dandelions,Give Up The Gold,6:17,Rings like a Jellyfish
kafm,yes,2018-10-16,"",16,Direction,Bird Streets,bird-streets,Bird Streets,3:50,Love a story song
kafm,yes,2018-10-16,"",17,Elvira Madigan,Komeda,komeda,Kokomemedada,2:53,The weirdness of Sweden
kafm,yes,2018-10-16,"",18,Them Changes,Thundercat Feat. Flying Lotus,thundercat-feat-flying-lotus,Drunk,3:08,Going everywhere
kafm,yes,2018-10-16,"",19,BREAK
kafm,yes,2018-10-16,"",20,Colorado,Brother Brother,brother-brother,Some People I Know,3:00,Begin the three-state tour
kafm,yes,2018-10-16,"",21,Arizona (I Wanna Be Your Man),Shannen Moser,shannen-moser,I’ll Sing,2:48,So familiar
kafm,yes,2018-10-16,"",22,Georgia On My Mind,Django Reinhardt,django-reinhardt,Nuages ( With Coleman Hawkins),3:16,Hop skip and jump
kafm,yes,2018-10-16,"",23,BREAK
kafm,yes,2018-10-16,"",24,Mind Your Own Business,Le Shok,le-shok,We Are Electrocution,1:27,Crisis averted
kafm,yes,2018-10-16,"",25,Take Five,Rice & Freetown,rice-freetown,,4:03,In 4/4?
kafm,yes,2018-10-16,"",26,It Might Get Dark,White Denim,white-denim,Performance,3:37,Rolling along
kafm,yes,2018-10-16,"",27,Babe Ruth,The Bad Man,bad-man,Laughing With Bad Teeth,2:00,What kind of demented circus...?
kafm,yes,2018-10-16,"",28,BREAK
kafm,yes,2018-10-16,"",29,Big Puffy Girl Handwriting,Danielle Howle,danielle-howle,,3:07,Such a voice
kafm,yes,2018-10-16,"",30,Regular Face,Walrus,walrus,Family Hangover,4:32,Highly dynamic
kafm,yes,2018-10-16,"",31,Searching For Rose,Love Battery,love-battery,,3:13,Underrated 90s
